REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME
IGOJO15316,21-03-2023 17:38,24-03-2023 17:38,XUYX7673476,20,L,22-03-2023 02:08
IGOJO15316,21-03-2023 17:38,24-03-2023 17:38,RJSA8631229,20,L,22-03-2023 01:55
IGOJO15316,21-03-2023 17:38,24-03-2023 17:38,TTNA8390037,20,L,22-03-2023 01:51
EXP35956-127246,21-03-2023 17:38,21-03-2023 17:38,JMQB5129374,20,L,01-04-2023 14:42
EXP35956-127246,21-03-2023 17:38,21-03-2023 17:38,CAPU2381678,20,L,01-04-2023 14:43
EXP35956-127246,21-03-2023 17:38,21-03-2023 17:38,LWHZ1216627,20,L,01-04-2023 14:44
EXP35870-127097,21-03-2023 17:43,21-03-2023 17:43,YOCM5825103,40,L,01-04-2023 10:59
EFS17756-238004-407746,17-03-2023 06:32,20-03-2023 06:32,PGTD8701848,20,L,23-03-2023 16:03
EFS17756-238004-415836,17-03-2023 06:32,20-03-2023 06:32,DAOR0872031,20,L,23-03-2023 15:59
EXP35965-127267,21-03-2023 17:50,21-03-2023 17:50,WSFV7218999,20,L,01-04-2023 16:30
IGOJO15319,21-03-2023 17:52,24-03-2023 17:52,UMDV4552472,40,L,23-03-2023 16:12
IGOJO15319,21-03-2023 17:52,24-03-2023 17:52,NMQG4719180,40,L,23-03-2023 17:26
IGOJO15319,21-03-2023 17:52,24-03-2023 17:52,MAPJ1678867,40,L,23-03-2023 16:12
IGOJO15319,21-03-2023 17:52,24-03-2023 17:52,WAUL4551769,40,L,23-03-2023 15:53
IGOJO15323,21-03-2023 18:04,24-03-2023 18:04,BFCB7990021,40,L,22-03-2023 19:05
IGOJO15323,21-03-2023 18:04,24-03-2023 18:04,KYGR9869564,40,L,22-03-2023 15:10
EXP35914-127133,21-03-2023 18:05,21-03-2023 18:05,FBEV2682070,20,L,01-04-2023 14:51
EXP35914-127133,21-03-2023 18:05,21-03-2023 18:05,YMAC4139991,20,L,01-04-2023 14:50
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,YOEX7331816,20,L,01-04-2023 11:13
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,ZMLB9954437,20,L,01-04-2023 11:04
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,CPQL0368915,20,L,01-04-2023 11:07
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,COEB3260696,20,L,01-04-2023 11:00
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,JARC0787292,20,L,01-04-2023 11:02
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,SIUW5604731,20,L,01-04-2023 11:07
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,IHJQ9584605,20,L,01-04-2023 11:05
EXP35909-127130,21-03-2023 18:18,21-03-2023 18:18,SMTL0509730,20,L,01-04-2023 11:01
EXP35961-127252,21-03-2023 18:32,21-03-2023 18:32,FWUP3960239,40,L,01-04-2023 14:45
EXP35961-127252,21-03-2023 18:32,21-03-2023 18:32,XRIE6781773,40,L,01-04-2023 14:51
EXP35961-127252,21-03-2023 18:32,21-03-2023 18:32,NNSX8804273,40,L,01-04-2023 14:54
EXP35961-127252,21-03-2023 18:32,21-03-2023 18:32,QAHD7410748,40,L,01-04-2023 14:53
EXP35950-127229,21-03-2023 18:49,21-03-2023 18:49,SEAJ9911144,20,L,01-04-2023 14:41
IGOJO15328,21-03-2023 19:01,24-03-2023 19:01,YZRK0820947,20,L,21-03-2023 23:37
EFS35625,27-03-2023 08:17,30-03-2023 08:17,FYQE3855118,40,E,27-03-2023 10:56
IGOJO15462,27-03-2023 12:47,30-03-2023 12:47,FAPZ6081119,40,L,28-03-2023 11:12
IGOJO15462,27-03-2023 12:47,30-03-2023 12:47,NGEJ7756428,40,L,28-03-2023 08:55
IGOJO15462,27-03-2023 12:47,30-03-2023 12:47,LNMI2388325,40,L,28-03-2023 01:17
EFS35629,27-03-2023 13:03,30-03-2023 13:03,JJKG3688941,40,E,27-03-2023 15:46
EFS35629,27-03-2023 13:03,30-03-2023 13:03,UWVP6493735,40,E,27-03-2023 20:55
IGOJO15467,27-03-2023 14:50,30-03-2023 14:50,AZTU6903672,20,L,02-04-2023 01:45
IGOJO15467,27-03-2023 14:50,30-03-2023 14:50,DDKU8526476,20,L,31-03-2023 21:41
IGOJO15467,27-03-2023 14:50,30-03-2023 14:50,GTSL0563851,20,L,01-04-2023 22:29
IGOJO15472,27-03-2023 15:41,30-03-2023 15:41,FKHN6640584,40,L,27-03-2023 19:49
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,FNPR6487358,20,L,27-03-2023 21:58
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,CILQ7452145,20,L,27-03-2023 21:24
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,LNQY4011823,20,L,27-03-2023 22:13
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,WHVA8137865,20,L,27-03-2023 21:28
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,RUYT4780748,20,L,27-03-2023 21:50
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,WGXR1656032,20,L,27-03-2023 21:38
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,LWZB6412323,20,L,27-03-2023 22:19
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,AGBE4597008,20,L,27-03-2023 21:24
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,MARU0357868,20,L,27-03-2023 21:58
IGOJO15476,27-03-2023 16:12,30-03-2023 16:12,MTWI2283379,20,L,27-03-2023 21:24
EFS35633,27-03-2023 16:20,30-03-2023 16:20,MNKY6664642,40,E,29-03-2023 21:29
IGOJO15481,27-03-2023 16:47,30-03-2023 16:47,KSEY7161197,40,L,30-03-2023 16:22
EFS35635,27-03-2023 16:57,30-03-2023 16:57,HUWU2957983,20,E,31-03-2023 00:50
EFS35635,27-03-2023 16:57,30-03-2023 16:57,IEFW4708056,20,E,31-03-2023 00:51
EFS35635,27-03-2023 16:57,30-03-2023 16:57,OTZX3502310,20,E,17-04-2023 18:22
EFS35635,27-03-2023 16:57,30-03-2023 16:57,MIZN8077383,20,E,30-03-2023 13:04
EFS35635,27-03-2023 16:57,30-03-2023 16:57,HXRS6350112,20,E,30-03-2023 13:04
EFS35635,27-03-2023 16:57,30-03-2023 16:57,DLIG1606080,20,E,31-03-2023 00:45
EFS35635,27-03-2023 16:57,30-03-2023 16:57,QNPY0203433,20,E,11-04-2023 23:53
EFS35635,27-03-2023 16:57,30-03-2023 16:57,YLGH8175691,20,E,11-04-2023 23:53
EFS35635,27-03-2023 16:57,30-03-2023 16:57,SZPZ7704398,20,E,31-03-2023 00:45
EFS35635,27-03-2023 16:57,30-03-2023 16:57,WYJF4218688,20,E,17-04-2023 18:22
EXP36167-127769,27-03-2023 17:07,27-03-2023 17:07,RGYI4230553,40,L,31-03-2023 14:52
EXP36159-127761,27-03-2023 17:11,27-03-2023 17:11,LNAX1861256,40,L,31-03-2023 13:43
EXP36159-127761,27-03-2023 17:11,27-03-2023 17:11,UBPP5009716,40,L,31-03-2023 13:43
MTZEFS17908,22-03-2023 13:00,25-03-2023 13:00,CJXI1295303,20,E,22-03-2023 11:31
IGOJO15334,22-03-2023 14:41,25-03-2023 14:41,YBGD2769548,20,L,22-03-2023 22:55
MTZEFS17910,22-03-2023 14:47,25-03-2023 14:47,BMMC6022249,20,E,22-03-2023 13:20
EFS35463,22-03-2023 15:49,25-03-2023 15:49,TPIJ4061845,20,E,23-03-2023 15:21
EFS35463,22-03-2023 15:49,25-03-2023 15:49,WAOT5563050,20,E,23-03-2023 05:51
IGOJO15349,22-03-2023 16:50,25-03-2023 16:50,XRAC2568637,40,L,24-03-2023 17:56
IGOJO15349,22-03-2023 16:50,25-03-2023 16:50,ZPAF4542728,40,L,24-03-2023 21:42
IGOJO15349,22-03-2023 16:50,25-03-2023 16:50,ANQX6674763,40,L,24-03-2023 18:34
IGOJO15349,22-03-2023 16:50,25-03-2023 16:50,ZTYF2407080,40,L,23-03-2023 20:23
IGOJO15349,22-03-2023 16:50,25-03-2023 16:50,ZSBG7904813,40,L,24-03-2023 21:38
EFS35465,22-03-2023 17:00,25-03-2023 17:00,REGV6949865,40,E,22-03-2023 17:13
EXP35992-127362,22-03-2023 17:38,22-03-2023 17:38,NYLP2199103,40,L,31-03-2023 16:20
EFS17912,22-03-2023 17:39,25-03-2023 17:39,UIZW7758591,40,E,22-03-2023 16:11
IGOJO15355,22-03-2023 17:48,25-03-2023 17:48,ASGV2840210,40,L,23-03-2023 00:21
IGOJO15355,22-03-2023 17:48,25-03-2023 17:48,CDJJ5555450,40,L,23-03-2023 00:37
IGOJO15356,22-03-2023 17:49,25-03-2023 17:49,GRQB3694809,40,L,27-03-2023 16:09
IGOJO15358,22-03-2023 17:55,25-03-2023 17:55,ZDWA3541482,40,L,24-03-2023 04:29
IGOJO15358,22-03-2023 17:55,25-03-2023 17:55,QDWE6081857,40,L,23-03-2023 04:54
IGOJO15358,22-03-2023 17:55,25-03-2023 17:55,XNIZ3527609,40,L,23-03-2023 06:18
IGOJO15360,22-03-2023 18:13,25-03-2023 18:13,XJEC6483665,40,L,27-03-2023 05:30
IGOJO15360,22-03-2023 18:13,25-03-2023 18:13,ZNQJ7626544,40,L,27-03-2023 06:15
IGOJO15360,22-03-2023 18:13,25-03-2023 18:13,RIBO7755804,40,L,27-03-2023 05:47
IGOJO15360,22-03-2023 18:13,25-03-2023 18:13,LMXK3498539,40,L,27-03-2023 17:31
IGOJO15360,22-03-2023 18:13,25-03-2023 18:13,MHII3300679,40,L,26-03-2023 20:58
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,LSOT6960965,40,L,26-03-2023 07:56
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,UYQX5986910,40,L,27-03-2023 05:39
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,QABR1418315,40,L,26-03-2023 21:34
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,GPJB9802685,40,L,27-03-2023 05:37
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,HIOL7617808,40,L,26-03-2023 21:41
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,OBWK8909932,40,L,26-03-2023 05:45
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,QDLL9314998,40,L,25-03-2023 17:00
IGOJO15362,22-03-2023 18:16,25-03-2023 18:16,YCUC2569403,40,L,26-03-2023 21:51
EXP36006-127390,22-03-2023 18:18,22-03-2023 18:18,HZAJ7788312,40,L,01-04-2023 13:20
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,ASOA1644581,20,L,30-03-2023 02:24
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,FHAE6504159,20,L,23-03-2023 13:51
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,KPLF1389018,20,L,23-03-2023 13:51
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,XSWP8205249,20,L,23-03-2023 13:50
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,OHAF4256961,20,L,25-03-2023 12:18
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,MIPS1048855,20,L,23-03-2023 23:33
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,OVRT7331741,20,L,30-03-2023 01:56
IGOJO15365,22-03-2023 18:29,25-03-2023 18:29,BBJB6113974,20,L,23-03-2023 13:51
IGOJO15366,22-03-2023 18:38,25-03-2023 18:38,ZEZQ9781413,20,L,23-03-2023 13:57
IGOJO15366,22-03-2023 18:38,25-03-2023 18:38,RUJY5752647,20,L,23-03-2023 19:15
IGOJO15366,22-03-2023 18:38,25-03-2023 18:38,AZKJ1878043,20,L,23-03-2023 14:50
IGOJO15366,22-03-2023 18:38,25-03-2023 18:38,JLGD8159458,20,L,23-03-2023 20:15
IGOJO15366,22-03-2023 18:38,25-03-2023 18:38,AUYI2230142,20,L,23-03-2023 14:15
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,GSSX4270208,40,L,21-03-2023 02:24
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,VKOO4206614,40,L,21-03-2023 04:51
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,PYNM0645137,40,L,20-03-2023 22:47
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,VZQP8867186,40,L,20-03-2023 22:25
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,LINV1704727,40,L,20-03-2023 23:58
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,EFLO0900625,40,L,20-03-2023 22:47
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,PDCJ1504669,40,L,21-03-2023 02:48
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,AWUG4759958,40,L,21-03-2023 15:49
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,XISR5506725,40,L,20-03-2023 22:47
IGOJO15295,20-03-2023 19:47,23-03-2023 19:47,XTXP7064676,40,L,21-03-2023 16:01
EXP35829-127035,20-03-2023 20:17,20-03-2023 20:17,VQVR2530426,20,L,01-04-2023 16:30
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,NCRQ6174161,20,L,01-04-2023 14:47
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,YRDA4527583,20,L,01-04-2023 14:50
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,IJYL4526354,20,L,01-04-2023 14:46
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,MOWZ7966010,20,L,01-04-2023 14:44
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,GVXV0241167,20,L,01-04-2023 14:46
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,ZVAT5010931,20,L,01-04-2023 14:49
EXP35680-126757,21-03-2023 15:57,21-03-2023 15:57,XBWG2329943,20,L,01-04-2023 14:47
EXP35740-126997,21-03-2023 16:03,21-03-2023 16:03,TBIL1281481,40,L,31-03-2023 16:21
IGOJO15310,21-03-2023 16:56,24-03-2023 16:56,ZHCX4916714,20,L,27-03-2023 00:49
IGOJO15310,21-03-2023 16:56,24-03-2023 16:56,LFKL4205465,20,L,22-03-2023 22:57
IGOJO15310,21-03-2023 16:56,24-03-2023 16:56,VUXJ2871318,20,L,26-03-2023 23:07
IGOJO15310,21-03-2023 16:56,24-03-2023 16:56,ODMV8968814,20,L,26-03-2023 01:12
IGOJO15310,21-03-2023 16:56,24-03-2023 16:56,QYQH0223015,20,L,23-03-2023 16:31
IGOJO15311,21-03-2023 17:11,24-03-2023 17:11,MAIN4013199,20,L,22-03-2023 05:01
IGOJO15311,21-03-2023 17:11,24-03-2023 17:11,UXOT8908133,20,L,22-03-2023 05:04
IGOJO15312,21-03-2023 17:11,24-03-2023 17:11,JUPB5730316,20,L,22-03-2023 16:06
IGOJO15312,21-03-2023 17:11,24-03-2023 17:11,IVQC0400693,20,L,21-03-2023 23:14
IGOJO15312,21-03-2023 17:11,24-03-2023 17:11,EYJL6198660,20,L,22-03-2023 08:58
EFS35486,23-03-2023 07:02,26-03-2023 07:02,IKRD4238138,40,E,23-03-2023 08:14
EFS35512,23-03-2023 15:53,26-03-2023 15:53,KROF6252031,40,E,23-03-2023 16:57
EFS18010,26-03-2023 03:49,29-03-2023 03:49,LYCC3323783,40,E,26-03-2023 02:20
EFS18010,26-03-2023 03:49,29-03-2023 03:49,NJIO1657503,40,E,26-03-2023 02:20
IGOJO15484,27-03-2023 17:46,30-03-2023 17:46,TXNT2247356,40,L,28-03-2023 21:05
IGOJO15484,27-03-2023 17:46,30-03-2023 17:46,JVLJ7279061,40,L,28-03-2023 21:17
IGOJO15487,27-03-2023 18:01,30-03-2023 18:01,MVRK8512143,40,L,28-03-2023 01:21
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,NSFE8691159,20,L,02-04-2023 15:13
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,SLWH1114071,20,L,29-03-2023 01:33
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,NXEG3270071,20,L,01-04-2023 21:34
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,IAEP1293777,20,L,01-04-2023 01:10
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,SSDT2996915,20,L,28-03-2023 02:27
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,UPEX6928690,20,L,30-03-2023 22:32
IGOJO15488,27-03-2023 18:08,30-03-2023 18:08,YBXX7873007,20,L,01-04-2023 21:37
EFS35428,21-03-2023 19:06,24-03-2023 19:06,TKHF4064723,20,E,22-03-2023 10:28
EFS35428,21-03-2023 19:06,24-03-2023 19:06,WUHI9070470,20,E,22-03-2023 05:01
EFS35430,21-03-2023 19:20,24-03-2023 19:20,OJOY4042973,40,E,21-03-2023 22:51
EFS35433,21-03-2023 19:25,24-03-2023 19:25,SOHX4282073,40,E,22-03-2023 07:24
EFS35433,21-03-2023 19:25,24-03-2023 19:25,RITP9760614,40,E,22-03-2023 03:28
EFS35433,21-03-2023 19:25,24-03-2023 19:25,DNQE1639390,40,E,29-03-2023 23:12
EXP35913-127132,21-03-2023 19:26,21-03-2023 19:26,ESNK2358889,20,L,01-04-2023 14:52
EFS35434,21-03-2023 19:26,24-03-2023 19:26,ESUV8289677,20,E,22-03-2023 07:25
EFS35434,21-03-2023 19:26,24-03-2023 19:26,EPIW4745655,20,E,22-03-2023 07:24
EFS35434,21-03-2023 19:26,24-03-2023 19:26,QRDY3309631,20,E,22-03-2023 07:37
EFS35434,21-03-2023 19:26,24-03-2023 19:26,DFEK2165460,20,E,22-03-2023 04:04
MTZEFS17882,21-03-2023 19:39,24-03-2023 19:39,CPCO2029466,20,E,21-03-2023 18:12
EFS35438,21-03-2023 21:13,24-03-2023 21:13,QFCG0419296,20,E,21-03-2023 22:29
EFS35438,21-03-2023 21:13,24-03-2023 21:13,MWSV3163136,20,E,21-03-2023 22:29
EFS35438,21-03-2023 21:13,24-03-2023 21:13,TUTV0030358,20,E,23-03-2023 13:47
EFS35440,21-03-2023 23:45,24-03-2023 23:45,WLJO4774499,40,E,22-03-2023 07:31
EFS35442,22-03-2023 00:21,25-03-2023 00:21,MHYO7215659,20,E,22-03-2023 00:54
EFS35445,22-03-2023 02:13,25-03-2023 02:13,UMSF7327768,40,E,22-03-2023 01:33
EFS35636,27-03-2023 17:12,30-03-2023 17:12,EIVF1096312,40,E,27-03-2023 22:45
EXP36156-127754,27-03-2023 17:17,27-03-2023 17:17,XSFK5085804,40,L,31-03-2023 14:23
EXP36155-127739,27-03-2023 17:20,27-03-2023 17:20,NEOI6291397,40,L,31-03-2023 07:18
IGOJO15482,27-03-2023 17:23,30-03-2023 17:23,DMYQ3522064,20,L,28-03-2023 02:11
IGOJO15482,27-03-2023 17:23,30-03-2023 17:23,MLMD4837148,20,L,28-03-2023 00:24
IGOJO15482,27-03-2023 17:23,30-03-2023 17:23,PUDA7578368,20,L,27-03-2023 22:29
IGOJO15482,27-03-2023 17:23,30-03-2023 17:23,WTIO3055241,20,L,28-03-2023 23:48
IGOJO15482,27-03-2023 17:23,30-03-2023 17:23,ELOV8591812,20,L,28-03-2023 00:22
EXP36172-127775,27-03-2023 17:31,27-03-2023 17:31,SSYU8922576,40,L,31-03-2023 14:49
EFS35638,27-03-2023 17:33,30-03-2023 17:33,SDEY8429964,40,E,28-03-2023 00:15
EFS35638,27-03-2023 17:33,30-03-2023 17:33,AHIA9194836,40,E,27-03-2023 21:14
EFS35639,27-03-2023 17:34,30-03-2023 17:34,VWON4405002,40,E,28-03-2023 01:47
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,QEHA4518944,20,L,31-03-2023 14:35
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,FZXQ6699385,20,L,31-03-2023 14:21
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,JMJZ7716460,20,L,31-03-2023 14:21
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,QUYZ4099208,20,L,31-03-2023 14:18
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,GHCZ4304741,20,L,31-03-2023 14:21
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,LIYA3445063,20,L,31-03-2023 14:20
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,DGCQ9691796,20,L,31-03-2023 14:21
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,VIRE2290093,20,L,31-03-2023 14:20
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,RPQR2088390,20,L,31-03-2023 14:17
EXP36043-127450,27-03-2023 17:35,27-03-2023 17:35,LPHP9859238,20,L,31-03-2023 14:17
EXP35991-127361,27-03-2023 17:38,27-03-2023 17:38,SUHS9542876,40,L,31-03-2023 14:48
EFS35640,27-03-2023 17:38,30-03-2023 17:38,CXYW7492498,20,E,28-03-2023 08:03
EFS35640,27-03-2023 17:38,30-03-2023 17:38,NEWS7891611,20,E,28-03-2023 01:53
EFS35640,27-03-2023 17:38,30-03-2023 17:38,TQIT8114133,20,E,28-03-2023 10:07
EXP36187-127791,27-03-2023 17:44,27-03-2023 17:44,KGKR6441205,40,L,31-03-2023 14:49
EXP36188-127792,27-03-2023 17:48,27-03-2023 17:48,ERTH5965905,20,L,31-03-2023 14:51
EXP36188-127792,27-03-2023 17:48,27-03-2023 17:48,DCRY4902525,20,L,31-03-2023 14:36
EXP36189-127793,27-03-2023 17:49,27-03-2023 17:49,JXIT4912106,40,L,31-03-2023 13:41
IGOJO15485,27-03-2023 17:53,30-03-2023 17:53,FAWK0866112,40,L,27-03-2023 21:38
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,KJBW6759297,20,L,31-03-2023 07:23
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,HUYP2063028,20,L,31-03-2023 07:19
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,QNMC0845570,20,L,31-03-2023 07:21
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,IHLU9727589,20,L,31-03-2023 07:15
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,DKLK6037073,20,L,31-03-2023 07:15
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,SZOE5222401,20,L,31-03-2023 07:14
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,KIUE8795885,20,L,31-03-2023 07:13
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,MGLF5621193,20,L,31-03-2023 07:19
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,UROM5271695,20,L,31-03-2023 07:20
EXP36166-127768,27-03-2023 18:11,27-03-2023 18:11,EQOA2193776,20,L,31-03-2023 07:14
IGOJO15489,27-03-2023 18:42,30-03-2023 18:42,VNXV2385598,40,L,28-03-2023 01:28
EXP36199-127803,27-03-2023 18:50,27-03-2023 18:50,LJLE6996067,20,L,31-03-2023 14:17
IGOJO15491,27-03-2023 19:05,30-03-2023 19:05,RPBX4335392,20,L,31-03-2023 17:29
IGOJO15491,27-03-2023 19:05,30-03-2023 19:05,UFQL6899227,20,L,07-04-2023 23:00
IGOJO15491,27-03-2023 19:05,30-03-2023 19:05,RDYU6844173,20,L,28-03-2023 09:50
IGOJO15491,27-03-2023 19:05,30-03-2023 19:05,JWPP7499803,20,L,03-04-2023 23:26
EXP35915-127134,22-03-2023 18:48,22-03-2023 18:48,ZAVM0235372,20,L,01-04-2023 09:54
EXP35915-127134,22-03-2023 18:48,22-03-2023 18:48,ZXFV1916647,20,L,01-04-2023 09:54
EXP35915-127134,22-03-2023 18:48,22-03-2023 18:48,UROI5807212,20,L,01-04-2023 09:53
EXP35881-127108,22-03-2023 18:55,22-03-2023 18:55,HHJD3027075,40,L,01-04-2023 13:22
EXP35881-127108,22-03-2023 18:55,22-03-2023 18:55,YOPC9069828,40,L,01-04-2023 13:21
EXP36008-127392,22-03-2023 19:15,22-03-2023 19:15,MCTS3185384,20,L,31-03-2023 16:20
EFS35475,22-03-2023 20:20,25-03-2023 20:20,AXEM9341529,40,E,23-03-2023 01:42
IGOJO15373,22-03-2023 20:26,25-03-2023 20:26,GPWK7287282,20,L,24-03-2023 00:20
IGOJO15373,22-03-2023 20:26,25-03-2023 20:26,DPMJ5916316,20,L,23-03-2023 21:43
EFS35477,22-03-2023 20:59,25-03-2023 20:59,IXPP4619982,40,E,22-03-2023 22:22
EFS35480,22-03-2023 21:32,25-03-2023 21:32,KIIE4595816,40,E,23-03-2023 05:22
ALO18570-127427-431879,18-03-2023 16:02,21-03-2023 16:02,SWRF4729402,40,L,23-03-2023 15:54
EFS17725-237716-430457,16-03-2023 02:37,19-03-2023 02:37,LLHT5695194,40,L,23-03-2023 15:53
MTZEFS17913,22-03-2023 23:21,25-03-2023 23:21,NRPN4236327,40,E,22-03-2023 21:52
IGOJO15180,16-03-2023 17:27,19-03-2023 17:27,BCYX7316575,40,L,18-03-2023 18:04
IGOJO03455,16-03-2023 17:51,19-03-2023 17:51,YSYP3043368,40,L,21-03-2023 20:55
IGOJO03455,16-03-2023 17:51,19-03-2023 17:51,JYYN2195185,40,L,21-03-2023 20:54
EFS35266,16-03-2023 20:33,19-03-2023 20:33,ECWJ4930296,40,E,17-03-2023 06:08
EFS35266,16-03-2023 20:33,19-03-2023 20:33,KYMU3803501,40,E,17-03-2023 06:08
EFS35266,16-03-2023 20:33,19-03-2023 20:33,SLLQ0199280,40,E,17-03-2023 12:36
EFS35266,16-03-2023 20:33,19-03-2023 20:33,IOOU2213117,40,E,17-03-2023 03:21
EFS35282,17-03-2023 06:03,20-03-2023 06:03,AEWA2851929,40,E,17-03-2023 12:24
MTZEFS17765,17-03-2023 16:46,20-03-2023 16:46,RPNS4318368,20,E,17-03-2023 15:18
IGOJO15232,17-03-2023 17:50,20-03-2023 17:50,MVFF7536157,20,L,18-03-2023 06:32
IGOJO15232,17-03-2023 17:50,20-03-2023 17:50,AMUW7438943,20,L,19-03-2023 03:52
IGOJO15235,17-03-2023 18:00,20-03-2023 18:00,GUNW4946650,40,L,18-03-2023 04:58
IGOJO15235,17-03-2023 18:00,20-03-2023 18:00,OSQF9501789,40,L,18-03-2023 07:08
IGOJO15250,17-03-2023 21:50,20-03-2023 21:50,LRCS2114251,40,L,18-03-2023 23:27
IGOJO15250,17-03-2023 21:50,20-03-2023 21:50,WNIK5459224,40,L,18-03-2023 23:55
MTZEFS17776,18-03-2023 05:40,21-03-2023 05:40,TTRF1814099,40,E,18-03-2023 04:12
MTZEFS17891,22-03-2023 02:20,25-03-2023 02:20,PMCG3671000,40,E,22-03-2023 01:05
MTZEFS17893,22-03-2023 03:16,25-03-2023 03:16,WZLK4834991,20,E,22-03-2023 01:47
EFS35447,22-03-2023 09:07,25-03-2023 09:07,WZAQ3119166,20,E,22-03-2023 10:29
EFS35447,22-03-2023 09:07,25-03-2023 09:07,WPWV0077988,20,E,22-03-2023 10:28
EFS35447,22-03-2023 09:07,25-03-2023 09:07,LVZJ1895444,20,E,22-03-2023 10:28
EFS35447,22-03-2023 09:07,25-03-2023 09:07,VYGV2048470,20,E,22-03-2023 10:29
EFS35457,22-03-2023 12:14,25-03-2023 12:14,MIIV9304602,20,E,28-03-2023 23:40
EFS35457,22-03-2023 12:14,25-03-2023 12:14,GXBR8621487,20,E,29-03-2023 16:36
EFS35457,22-03-2023 12:14,25-03-2023 12:14,IXOG1445230,20,E,23-03-2023 03:42
EFS35458,22-03-2023 12:26,25-03-2023 12:26,YQRG7430812,40,E,22-03-2023 11:20
IGOJO15330,22-03-2023 12:47,25-03-2023 12:47,NSZS0466610,20,L,22-03-2023 21:23
MTZEFS17907,22-03-2023 12:54,25-03-2023 12:54,MPXJ4856850,20,E,22-03-2023 11:25
